id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1438063006953398272,1438063006953398272,2021-09-15 16:51:53 CST,2021-09-15,16:51:53,+0800,1401826290982862849,dark_intel360,Dark Intelligence,,The state of ransomware: national emergencies and million-dollar blackmail @ZDNet -  https://t.co/XnbD3MOl8L,en,"[{'screen_name': 'zdnet', 'name': 'zdnet', 'id': '3819701'}]",['https://zd.net/3EiCEOm'],[],0,0,0,[],[],https://twitter.com/dark_Intel360/status/1438063006953398272,False,,0,,,,,,,,[],,,,
1438062932349407238,1438062932349407238,2021-09-15 16:51:35 CST,2021-09-15,16:51:35,+0800,1132127578922344448,it_news_for_all,IT news for all,,"После недавнего возвращения  вымогателей из REvil на американские спецслужбы напала печалька и вчера  заместитель директора ФБР Пол Аббейт заявил, что не видит никаких свидетельств того, что Россия борется с ransomware.  Он также сказал, что америк...  https://t.co/kDDBNS3CPt  https://t.co/2IKgDR5Ihb",ru,[],['https://t.me/s/it_news_for_all/30131'],['https://pbs.twimg.com/media/E_UGnbGX0AEhCkB.jpg'],0,0,0,[],[],https://twitter.com/IT_news_for_all/status/1438062932349407238,False,,1,https://pbs.twimg.com/media/E_UGnbGX0AEhCkB.jpg,,,,,,,[],,,,
1438062488218636291,1438062488218636291,2021-09-15 16:49:49 CST,2021-09-15,16:49:49,+0800,47913778,eyalestrin,Eyal Estrin,,3 steps to prevent and recover from ransomware  https://t.co/mcdnD2ZF3y,en,[],['https://ift.tt/3lsoUbb'],[],0,0,0,[],[],https://twitter.com/eyalestrin/status/1438062488218636291,False,,0,,,,,,,,[],,,,
1438061845177380869,1438061845177380869,2021-09-15 16:47:16 CST,2021-09-15,16:47:16,+0800,97159830,alphadata,Alpha Data,,💡 Did you know?  43% of small businesses have no cybersecurity defense plan in place.  #AlphaData #DidYouKnow #Cybersecurity #security #ransomware #malware #Facts  https://t.co/eXu3JVjMaU,en,[],[],['https://pbs.twimg.com/media/E_UFnUjXIAUtwPC.jpg'],0,0,0,"['alphadata', 'didyouknow', 'cybersecurity', 'security', 'ransomware', 'malware', 'facts']",[],https://twitter.com/AlphaData/status/1438061845177380869,False,,1,https://pbs.twimg.com/media/E_UFnUjXIAUtwPC.jpg,,,,,,,[],,,,
1438061842262339585,1438061842262339585,2021-09-15 16:47:15 CST,2021-09-15,16:47:15,+0800,260175877,studistefanelli,Studio Legale Stefanelli&Stefanelli,,Pronto soccorso del San Giovanni di Roma bloccato da 2 giorni per ransomware: attività urgenti fatte via smartphone/su carta e pazienti non urgenti mandati a casa. L'importanza della cybersecurity per garantire la salute: https://t.co/6xmCizUiWn  #cybersecurity #ransomware #sanità,it,[],['https://bit.ly/3973kDt'],[],0,0,0,"['cybersecurity', 'ransomware', 'sanità']",[],https://twitter.com/studistefanelli/status/1438061842262339585,False,,0,,,,,,,,[],,,,
1438061716806508547,1438061716806508547,2021-09-15 16:46:45 CST,2021-09-15,16:46:45,+0800,1380915851520577539,programmierenby,Programmieren Lernen in München von unison,,RIP Deutsche eVergabe #Ransomware #CyberAttack #cyberattacks #evergabe #vergabeverfahren #ausschreibung #bayern #Digitalisierung #CyberSecurity #cybersecuritynews  https://t.co/tSTI5m8CGM,de,[],[],"['https://pbs.twimg.com/media/E_UFS-qWQAANDcu.jpg', 'https://pbs.twimg.com/media/E_UFUtJWUAEbghZ.jpg']",0,1,1,"['ransomware', 'cyberattack', 'cyberattacks', 'evergabe', 'vergabeverfahren', 'ausschreibung', 'bayern', 'digitalisierung', 'cybersecurity', 'cybersecuritynews']",[],https://twitter.com/ProgrammierenBY/status/1438061716806508547,False,,1,https://pbs.twimg.com/media/E_UFS-qWQAANDcu.jpg,,,,,,,[],,,,
1438061552922505216,1438061552922505216,2021-09-15 16:46:06 CST,2021-09-15,16:46:06,+0800,3118999953,tony_cleal,"Tony Cleal CISSP, SSCP, CISA, CISM, GCIH",,Ransomware preparedness is low despite executives’ concerns  https://t.co/NtwcVgrGMI,en,[],['https://www.helpnetsecurity.com/2021/09/15/ransomware-preparedness/'],[],0,0,0,[],[],https://twitter.com/tony_cleal/status/1438061552922505216,False,,0,,,,,,,,[],,,,
1438061330263691266,1438061330263691266,2021-09-15 16:45:13 CST,2021-09-15,16:45:13,+0800,1282648141343469572,patti_alexandre,Alexandre Patti,,"#OnParleDeNous Découvrez notre nouvelle offre Commvault Ransomware Protection and Response Services, essentielle pour faire face aux campagnes d'attaques sans cesse grandissantes dans @Global Security Mag:  https://t.co/kzkpyw7ySe  https://t.co/0TPiuvUO9Z",fr,"[{'screen_name': 'global', 'name': 'global', 'id': '29960050'}]",['http://ow.ly/OqtT102WnWy'],['https://pbs.twimg.com/media/E_UFKODXsAgq_r8.jpg'],0,0,0,['onparledenous'],[],https://twitter.com/patti_alexandre/status/1438061330263691266,False,,1,https://pbs.twimg.com/media/E_UFKODXsAgq_r8.jpg,,,,,,,[],,,,
1438061297321627651,1438061297321627651,2021-09-15 16:45:05 CST,2021-09-15,16:45:05,+0800,321976551,sbrc_scotland,SBRC,,Ransomware is some of the most destructive forms of malware currently in circulation.   Download our guide on ransomware for all you need to know to stay safe online:  https://t.co/1MK3xxHPVD  https://t.co/pHqKMYY2CL,en,[],['https://www.sbrcentre.co.uk/wp-content/uploads/2021/03/SBRC-Ransonware-Guide-1-1.pdf'],['https://pbs.twimg.com/media/E_UFIRQXIAM6WPs.png'],0,0,1,[],[],https://twitter.com/SBRC_Scotland/status/1438061297321627651,False,,1,https://pbs.twimg.com/media/E_UFIRQXIAM6WPs.png,,,,,,,[],,,,
1438061225171161090,1438061225171161090,2021-09-15 16:44:48 CST,2021-09-15,16:44:48,+0800,3259130878,karen__berry,Karen Berry,,"On the issue of the backlog and waiting lists of non COVID sicknesses and treatments that have been left on the long finger, @CMOIreland put part blame to the recent ransomware attack on the HSE… 🤔",en,"[{'screen_name': 'cmoireland', 'name': 'dr tony holohan', 'id': '83242433'}]",[],[],0,0,2,[],[],https://twitter.com/Karen__Berry/status/1438061225171161090,False,,0,,,,,,,,[],,,,
