id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1438027931993862144,1438027308800036865,2021-09-15 14:32:30 CST,2021-09-15,14:32:30,+0800,1437831671605186563,thedeadiocs,locs,,@reqeusted5 @Its_NicoIe She doesnt want u,en,[],[],[],1,0,1,[],[],https://twitter.com/TheDeadIocs/status/1438027931993862144,False,,0,,,,,,,,"[{'screen_name': 'reqeusted5', 'name': 'Zoe Peta', 'id': '1403158521475108870'}, {'screen_name': 'Its_NicoIe', 'name': 'Nicole', 'id': '1362867230480994305'}]",,,,
1437992948101103617,1437985718467534848,2021-09-15 12:13:30 CST,2021-09-15,12:13:30,+0800,1437831671605186563,thedeadiocs,locs,,@lugcious @SnDoves_ Thats chump change to doves i thot he always does 50-100?!!,en,[],[],[],0,0,0,[],[],https://twitter.com/TheDeadIocs/status/1437992948101103617,False,,0,,,,,,,,"[{'screen_name': 'lugcious', 'name': 'Jay', 'id': '1072276894589038593'}, {'screen_name': 'SnDoves_', 'name': 'Monarch 🕊', 'id': '1353443179534512128'}]",,,,
1437981787725066248,1437981787725066248,2021-09-15 11:29:09 CST,2021-09-15,11:29:09,+0800,79207749,ozuma5119,"Osumi, Yusuke😇",,"🎣Massive NTTdocomo #Phishing Attacks on .xyz Domain. ⚠️ hxxps://www[.]docomo[a-z].xyz/  [‼️] need UserAgent=(iPhone|Android) &amp; SrcIP=JP🇯🇵 IP: 154.82.111[.]29 CloudInnovation🇸🇨🇲🇺 #AfriNIC  Registrar:hkdns 环球万维🇭🇰 Brand: NTTドコモ, Japan🇯🇵 Domain, IoCs:  https://t.co/eYyoNc0uhs  https://t.co/KvGwv5qDfd",ja,[],['https://otx.alienvault.com/pulse/614163e9645033f1301ca16d'],"['https://pbs.twimg.com/media/E_S8gVKVgAcicD2.jpg', 'https://pbs.twimg.com/media/E_S8m1lVcAYIAKn.jpg', 'https://pbs.twimg.com/media/E_S8yexVEAMNDZ_.jpg']",0,1,0,"['phishing', 'afrinic']",[],https://twitter.com/ozuma5119/status/1437981787725066248,False,,1,https://pbs.twimg.com/media/E_S8gVKVgAcicD2.jpg,,,,,,,[],,,,
1437932980958384135,1437932980958384135,2021-09-15 08:15:12 CST,2021-09-15,08:15:12,+0800,1215290279089131520,rdpsnitch,RDP Snitch,,2021-09-14 RDP #Honeypot IOCs - 9606 scans Thread with top 3 features in each category and links to full dataset #DFIR #InfoSec  Top IPs: 124.109.51.178 - 2158 181.52.85.53 - 1964 210.1.60.78 - 1548  Top ASNs: AS23674 - 2158 AS10620 - 1964 AS9891 - 1548,en,[],[],[],1,1,0,"['honeypot', 'dfir', 'infosec']",[],https://twitter.com/RdpSnitch/status/1437932980958384135,False,,0,,,,,,,,[],,,,
1437910046067748868,1437910046067748868,2021-09-15 06:44:04 CST,2021-09-15,06:44:04,+0800,2342133786,iocs_,サイトウ,,腰痛い人になりたくなかったけど腰痛い人になりつつある。労りたい,ja,[],[],[],0,0,0,[],[],https://twitter.com/iocs_/status/1437910046067748868,False,,0,,,,,,,,[],,,,
1437908833398046720,1437908833398046720,2021-09-15 06:39:15 CST,2021-09-15,06:39:15,+0800,743883460587167744,executemalware,ExecuteMalware,,I saw fairly light #hancitor volume today.  Here are the IOCs:  https://t.co/srdsdwHGqo,en,[],['https://github.com/executemalware/Malware-IOCs/blob/main/2021-09-14%20Hancitor%20IOCs'],[],1,7,12,['hancitor'],[],https://twitter.com/executemalware/status/1437908833398046720,False,,0,,,,,,,,[],,,,
1437887137135960070,1437887137135960070,2021-09-15 05:13:02 CST,2021-09-15,05:13:02,+0800,92534896,cofense,Cofense,,"Indicators of compromise, those key bits of forensic data that signal malicious activity, constantly change to evade detection. What if similar IOCs could be ID'd via wildcard for automated quarantine of affected emails? Now it's possible. Find out how.  https://t.co/9D2bDAVVei",en,[],['https://okt.to/5qOHGK'],[],0,1,0,[],[],https://twitter.com/Cofense/status/1437887137135960070,False,,0,,,,,,,,[],,,,
1437874608124796928,1437872015428538370,2021-09-15 04:23:15 CST,2021-09-15,04:23:15,+0800,1437831671605186563,thedeadiocs,locs,,@Duhvne @Jake6x Acc,und,[],[],[],0,0,0,[],[],https://twitter.com/TheDeadIocs/status/1437874608124796928,False,,0,,,,,,,,"[{'screen_name': 'Duhvne', 'name': '☂️', 'id': '1014324619497615360'}, {'screen_name': 'Jake6x', 'name': 'Jakeful', 'id': '1180794395802472448'}]",,,,
1437874213495336961,1437873013572059136,2021-09-15 04:21:41 CST,2021-09-15,04:21:41,+0800,1437831671605186563,thedeadiocs,locs,,@tbeBrock @6Kold @Jake6x  https://t.co/8FUdNFrkky,und,[],['https://www.checkmategaming.com/team/4869865/hardjay7966#'],[],1,0,1,[],[],https://twitter.com/TheDeadIocs/status/1437874213495336961,False,,0,,,,,,,,"[{'screen_name': 'tbeBrock', 'name': 'Eddie🧟\u200d♂️', 'id': '1402122557441069062'}, {'screen_name': '6Kold', 'name': 'K', 'id': '2517907165'}, {'screen_name': 'Jake6x', 'name': 'Jakeful', 'id': '1180794395802472448'}]",,,,
1437873463125966851,1437873013572059136,2021-09-15 04:18:42 CST,2021-09-15,04:18:42,+0800,1437831671605186563,thedeadiocs,locs,,@tbeBrock @Jake6x Link us,en,[],[],[],1,0,0,[],[],https://twitter.com/TheDeadIocs/status/1437873463125966851,False,,0,,,,,,,,"[{'screen_name': 'tbeBrock', 'name': 'Eddie🧟\u200d♂️', 'id': '1402122557441069062'}, {'screen_name': 'Jake6x', 'name': 'Jakeful', 'id': '1180794395802472448'}]",,,,
